year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
2007,9995,10816.37414,0,1.5,29.334936000000003,Uplander Passenger,Manual,Other
2012,8995,65046.30412,0,1.8,17.643476,Suburban 1500,Semi-Auto,Hybrid
2009,13698,12699.30194,145,1.8,24.530808800000003,Silverado 3500 HD Extended Cab,Automatic,Other
1997,21322,36765.3723,20,1.5,40.0060504,Corvette,Semi-Auto,Hybrid
2001,7990,108971.63008,135,2.0,33.373804,Astro Passenger,Manual,Other
1999,12790,43630.81674,135,2.0,23.382920000000002,Express 1500 Passenger,Manual,Diesel
2001,7899,67912.53866,150,1.5,24.4882944,Venture Passenger,Manual,Hybrid
2003,9998,71858.64034,135,1.2,21.724858400000002,Silverado 2500 Extended Cab,Manual,Diesel
2004,9995,22855.84668,145,1.0,29.292421600000004,Silverado 1500 Crew Cab,Other,Hybrid
1994,21490,26657.10776,30,2.0,31.588199200000002,2500 Extended Cab,Other,Diesel
2005,11495,18676.3907,0,1.5,29.292421600000004,Silverado 2500 HD Extended Cab,Other,Diesel
1992,13498,22855.84668,0,1.0,20.3643976,G-Series G30,Automatic,Hybrid
1997,7195,4169.79994,30,2.0,36.562384,1500 Regular Cab,Manual,Other
1999,6495,21808.16634,0,1.5,20.3643976,Suburban 1500,Semi-Auto,Hybrid
2009,8495,58588.0227,145,1.2,23.382920000000002,Traverse,Other,Petrol
1994,10490,22931.48566,125,1.8,33.373804,Lumina Cargo,Semi-Auto,Petrol
2002,12771,65538.76216,135,1.4,14.114780800000002,TrailBlazer,Other,Petrol
1998,6495,14667.52476,135,1.0,18.2386776,Astro Passenger,Manual,Other
2000,18995,60237.5962,145,1.0,33.161232,Venture Passenger,Manual,Hybrid
2010,15095,27870.55012,145,1.5,29.334936000000003,Express 2500 Passenger,Automatic,Other
2012,7500,62209.0377,20,1.3,19.6841672,Avalanche,Other,Hybrid
1996,6800,4679.96072,145,1.0,29.292421600000004,Beretta,Semi-Auto,Other
2009,25000,101203.3459,30,1.5,24.020636,Corvette,Semi-Auto,Hybrid
2009,10344,35405.48,145,1.8,28.484648,Cobalt,Automatic,Hybrid
2010,10795,111689.80534,145,1.5,17.643476,Cobalt,Automatic,Hybrid
2000,7800,14078.50632,145,1.5,25.040981600000002,Venture Cargo,Automatic,Hybrid
1998,8799,21058.2139,20,1.0,23.552977600000002,G-Series 3500,Semi-Auto,Hybrid
1997,8700,2488.03964,0,1.5,36.3923264,S10 Extended Cab,Automatic,Diesel
1993,17990,8659.85854,145,1.0,29.292421600000004,3500 Extended Cab,Manual,Other
1996,4695,4924.5804,200,1.5,18.493764000000002,2500 Extended Cab,Other,Diesel
2001,8950,23403.02228,0,2.5,25.040981600000002,Silverado 2500 HD Regular Cab,Automatic,Other
1999,9291,39398.25254,0,1.5,24.658352,S10 Regular Cab,Manual,Other
1993,11990,8140.04172,145,1.8,16.665644800000003,G-Series G20,Manual,Other
1999,7990,20607.5987,145,1.8,24.020636,Suburban 1500,Semi-Auto,Hybrid
2001,17998,80917.6152,150,1.0,24.530808800000003,Astro Passenger,Manual,Other
1994,13994,19294.37726,20,1.5,25.040981600000002,1500 Extended Cab,Manual,Other
2016,10295,29491.1555,30,1.0,20.3643976,Silverado 3500 HD Regular Cab,Other,Diesel
2014,8998,57065.58706,145,1.5,29.334936000000003,Traverse,Other,Petrol
2003,16490,20116.75,0,1.0,31.588199200000002,S10 Regular Cab,Manual,Other
1992,17390,48441.134,0,1.8,29.334936000000003,2500 Extended Cab,Other,Diesel
2015,19750,26393.176,145,1.0,25.040981600000002,Tahoe,Other,Hybrid
2012,12550,34874.3978,200,1.3,27.931960800000002,Express 1500 Cargo,Semi-Auto,Other
1993,22995,24835.33488,140,1.0,30.0151664,Sportvan G20,Semi-Auto,Hybrid
1999,11000,61864.63894,135,2.5,30.780425600000004,Lumina,Automatic,Petrol
2013,11480,32589.135,135,1.8,29.334936000000003,Traverse,Other,Petrol
2004,15995,84054.21886,135,1.2,17.175817600000002,Silverado 1500 Extended Cab,Manual,Petrol
2009,7498,20741.17392,0,1.6,24.020636,Express 1500 Cargo,Semi-Auto,Other
2011,7995,20961.6535,0,1.8,23.382920000000002,Silverado 3500 HD Regular Cab,Other,Diesel
2009,8595,4828.0199999999995,135,1.5,29.334936000000003,HHR,Automatic,Petrol
1993,11400,31800.558399999998,145,1.3,27.8894464,APV Cargo,Semi-Auto,Diesel
2006,10995,9161.97262,30,1.0,28.484648,Express 3500 Cargo,Manual,Other
2008,13500,52543.34166,0,1.5,31.588199200000002,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2000,7440,3577.56282,0,2.8,29.292421600000004,3500 Crew Cab,Semi-Auto,Petrol
2009,7999,24985.0035,235,1.0,28.6121912,Colorado Crew Cab,Semi-Auto,Hybrid
1992,8465,35727.348,160,1.0,29.292421600000004,Lumina,Automatic,Petrol
2003,24000,15468.97608,0,1.0,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
2007,11295,17213.50064,0,1.5,24.020636,Suburban 2500,Automatic,Petrol
2016,18908,20704.1591,140,1.3,33.373804,Cruze Limited,Semi-Auto,Diesel
2010,14895,44913.46072,0,1.8,21.8524016,Traverse,Other,Petrol
2005,12995,29927.28664,145,2.5,29.334936000000003,Silverado 2500 HD Extended Cab,Other,Diesel
1993,16995,50346.59256,0,1.5,17.175817600000002,G-Series G30,Automatic,Hybrid
2002,21000,20757.26732,30,1.8,33.373804,Blazer,Other,Hybrid
2010,17498,69443.021,145,1.8,20.0242824,Impala,Manual,Diesel
2015,7998,6952.3488,0,1.8,23.382920000000002,Silverado 3500 HD Regular Cab,Other,Diesel
2011,13600,68557.884,0,1.0,33.161232,Avalanche,Other,Hybrid
2000,9988,20816.8129,145,1.0,31.588199200000002,Venture Cargo,Automatic,Hybrid
2008,21998,31446.5036,0,1.5,29.292421600000004,Malibu,Other,Other
2005,4998,1834.6476,0,1.0,33.161232,Uplander Passenger,Manual,Other
1998,6399,7385.26126,145,1.8,26.1038416,Malibu,Other,Other
1996,6245,44765.40144,30,1.8,32.4384872,S10 Regular Cab,Manual,Other
2011,7495,82551.0953,145,1.0,31.588199200000002,Suburban 1500,Semi-Auto,Hybrid
1992,21000,80621.49664,150,1.8,16.665644800000003,G-Series G10,Other,Other
2001,16791,5759.82786,0,1.8,24.530808800000003,Suburban 1500,Semi-Auto,Hybrid
2013,23880,6141.24144,135,1.8,23.552977600000002,Cruze,Automatic,Hybrid
2008,8959,19432.7805,145,1.0,20.3643976,Suburban 1500,Semi-Auto,Hybrid
2018,22995,18311.07052,145,1.5,24.020636,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2009,7051,20026.62696,145,1.5,27.2942448,Colorado Regular Cab,Other,Other
2018,26700,42026.30476,145,1.3,29.334936000000003,Spark,Manual,Petrol
2007,19990,126263.98838,145,1.5,24.020636,Cobalt,Automatic,Hybrid
2003,11440,8965.63314,0,1.2,25.040981600000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
1997,17295,62041.666339999996,145,1.5,20.0242824,3500 Regular Cab,Semi-Auto,Other
2008,15000,46678.9067,145,1.5,33.373804,Express 1500 Passenger,Manual,Diesel
1997,8995,1046.071,0,1.0,29.292421600000004,G-Series 2500,Other,Petrol
2006,6495,24862.69366,0,1.5,31.588199200000002,Silverado 2500 HD Regular Cab,Automatic,Other
2016,8250,28496.58338,125,1.0,26.6990432,Express 2500 Passenger,Automatic,Other
2018,8995,88811.4279,145,1.8,23.0853192,Express 3500 Passenger,Other,Diesel
2001,14275,10970.87078,145,1.0,25.040981600000002,Metro,Automatic,Hybrid
1998,31995,15737.73586,135,1.6,20.3643976,Astro Cargo,Semi-Auto,Hybrid
1992,16217,4821.58264,205,2.0,24.020636,2500 Extended Cab,Other,Diesel
2020,32990,115531.29992,140,1.8,24.530808800000003,Bolt EV,Manual,Hybrid
2007,12985,32103.11432,145,1.0,24.020636,Colorado Regular Cab,Other,Other
2006,6200,32515.10536,0,2.4,32.4384872,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
1993,2250,56347.82142,30,1.6,33.373804,Corvette,Semi-Auto,Hybrid
2010,8998,33620.72194,145,1.0,33.161232,Silverado 1500 Crew Cab,Other,Hybrid
1992,7695,69821.2159,0,2.0,23.552977600000002,1500 Regular Cab,Manual,Other
1995,14998,84483.91264,145,1.5,29.334936000000003,Monte Carlo,Semi-Auto,Hybrid
1995,8994,38318.3854,145,1.8,27.2942448,Monte Carlo,Semi-Auto,Hybrid
2018,24990,18338.4293,140,1.8,22.2350312,Trax,Semi-Auto,Diesel
2010,13200,59437.75422,145,2.0,16.665644800000003,Express 1500 Passenger,Manual,Diesel
2004,7990,81608.02206,0,1.8,33.373804,Silverado 2500 Extended Cab,Manual,Diesel
2003,7140,143231.26,135,1.8,24.020636,Tahoe,Other,Hybrid
2000,31995,27596.96232,145,1.5,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
2003,2499,14886.395,145,1.8,24.020636,Venture Passenger,Manual,Hybrid
2006,8685,52506.32684,135,2.5,23.552977600000002,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2005,19995,67526.29706,200,1.8,33.161232,Tahoe,Other,Hybrid
2014,11490,27827.09794,0,1.5,20.3643976,Silverado 2500 HD Regular Cab,Automatic,Other
1992,52291,84530.5835,140,1.5,20.3643976,S10 Extended Cab,Automatic,Diesel
2002,7495,42808.444,145,1.5,31.588199200000002,Venture Cargo,Automatic,Hybrid
2018,11215,29801.75812,0,1.5,36.562384,Cruze,Automatic,Hybrid
1999,6990,35511.69644,20,1.3,31.588199200000002,S10 Regular Cab,Manual,Other
2005,8495,45959.53172,145,1.5,29.334936000000003,Astro Cargo,Semi-Auto,Hybrid
2017,7998,34137.32008,145,1.3,29.292421600000004,SS,Manual,Petrol
2012,10499,49265.11608,0,1.3,33.161232,Tahoe,Other,Hybrid
1996,11890,19846.38088,145,1.8,33.373804,Astro Passenger,Manual,Other
2009,8298,35405.48,0,1.3,24.658352,Silverado 1500 Extended Cab,Manual,Petrol
2007,12890,16.0934,145,1.0,29.292421600000004,Express 2500 Cargo,Automatic,Petrol
1996,12495,9081.50562,0,2.0,32.4384872,Lumina,Automatic,Petrol
1998,8495,34563.79518,145,1.5,21.8524016,S10 Regular Cab,Manual,Other
2017,19495,1276.20662,140,1.8,29.334936000000003,Spark,Manual,Petrol
1994,11500,41615.92306,0,1.5,29.334936000000003,Corsica,Semi-Auto,Hybrid
2005,7800,54661.2331,0,1.0,23.382920000000002,Colorado Regular Cab,Other,Other
2004,6990,21930.47618,0,1.8,19.0464512,SSR,Other,Petrol
1992,19452,8024.16924,0,1.0,30.780425600000004,1500 Extended Cab,Manual,Other
1997,26491,140350.5414,135,1.0,25.5511544,Blazer,Other,Hybrid
2002,11980,18554.08086,145,1.6,24.020636,Avalanche 2500,Semi-Auto,Petrol
2020,7970,34169.50688,135,1.5,30.0151664,Traverse,Other,Petrol
2014,25490,72376.84782,0,1.8,36.562384,Express 2500 Passenger,Automatic,Other
1998,7700,31798.94906,265,1.5,21.724858400000002,Blazer,Other,Hybrid
2000,13498,82016.79442,145,1.8,24.4882944,Silverado 2500 HD Regular Cab,Automatic,Other
2015,26950,48352.6203,145,1.0,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2009,9450,84609.44116,0,1.0,24.020636,Express 3500 Passenger,Other,Diesel
2020,9998,109.43512,150,1.0,29.292421600000004,Silverado 2500 HD Crew Cab,Manual,Diesel
2009,3395,51817.52932,0,1.0,57.181868,Colorado Crew Cab,Semi-Auto,Hybrid
1996,7491,14926.6285,0,1.0,30.780425600000004,3500 Extended Cab,Manual,Other
2001,22795,21157.99298,0,1.3,30.0151664,Cavalier,Other,Hybrid
2001,14995,16093.4,145,2.0,25.040981600000002,Express 2500 Passenger,Automatic,Other
2002,9898,57937.84934,135,1.5,32.4384872,Express 3500 Cargo,Manual,Other
2019,8295,43452.18,30,1.3,29.334936000000003,Silverado 1500 Crew Cab,Other,Hybrid
1995,11000,2311.01224,145,1.8,15.390212800000002,Suburban 1500,Semi-Auto,Hybrid
2016,9695,11104.446,0,1.0,27.8894464,Silverado 1500 Double Cab,Automatic,Petrol
1998,17250,40227.06264,150,1.8,24.4882944,1500 Extended Cab,Manual,Other
2020,6698,41696.39006,0,1.8,17.9410768,Equinox,Manual,Diesel
2009,16000,21701.9499,145,1.8,29.292421600000004,Express 2500 Cargo,Automatic,Petrol
2013,7995,122792.64199999999,0,2.5,29.334936000000003,Cruze,Automatic,Hybrid
2003,8900,19122.17788,30,1.3,30.780425600000004,Silverado 2500 Extended Cab,Manual,Diesel
2013,11495,1799.2421199999999,0,1.5,29.334936000000003,Silverado 1500 Extended Cab,Manual,Petrol
1998,15495,11435.97004,145,1.2,23.552977600000002,S10 Regular Cab,Manual,Other
2012,21995,36612.485,145,2.5,25.040981600000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2003,14995,51498.88,145,1.0,20.3643976,Silverado 2500 HD Extended Cab,Other,Diesel
2014,7995,35204.3125,0,1.5,20.3643976,Silverado 2500 HD Crew Cab,Manual,Diesel
2004,8695,27051.39606,145,1.0,28.484648,TrailBlazer,Other,Petrol
2004,7099,84376.08686,150,1.3,16.665644800000003,Silverado 2500 Crew Cab,Semi-Auto,Hybrid
2005,8491,39646.0909,145,1.5,29.334936000000003,Colorado Extended Cab,Manual,Other
1996,9995,69201.62,20,1.3,25.5511544,Monte Carlo,Semi-Auto,Hybrid
2010,10995,53732.64392,145,2.0,30.780425600000004,Silverado 1500 Extended Cab,Manual,Petrol
2009,11995,93116.4124,135,1.5,24.658352,Silverado 2500 HD Regular Cab,Automatic,Other
2011,9295,4678.35138,30,1.8,25.040981600000002,Silverado 2500 HD Extended Cab,Other,Diesel
2006,7500,25582.06864,145,1.0,17.9410768,Corvette,Semi-Auto,Hybrid
2003,16795,29083.99248,0,1.5,31.588199200000002,Silverado 3500 Regular Cab,Manual,Hybrid
2006,9650,32186.8,135,1.5,24.020636,Silverado 2500 HD Regular Cab,Automatic,Other
2012,44990,26103.4948,0,1.0,24.020636,Captiva Sport,Manual,Other
1997,11600,18228.99418,145,2.2,24.020636,Express 2500 Passenger,Automatic,Other
2010,17798,27352.34264,145,1.2,18.493764000000002,Corvette,Semi-Auto,Hybrid
1999,8998,31156.8224,135,1.0,20.3643976,Astro Cargo,Semi-Auto,Hybrid
1993,8490,32688.91408,145,1.0,23.382920000000002,2500 Regular Cab,Automatic,Diesel
2011,9900,42164.708,0,1.5,23.382920000000002,Tahoe,Other,Hybrid
1998,13395,15990.40224,0,1.0,25.040981600000002,2500 Extended Cab,Other,Diesel
2000,7990,15530.131,145,1.5,33.161232,Corvette,Semi-Auto,Hybrid
2001,10290,30075.34592,30,1.0,23.0853192,Express 1500 Passenger,Manual,Diesel
2011,7500,11191.35036,135,1.0,33.161232,Suburban 1500,Semi-Auto,Hybrid
2010,8495,48441.134,140,1.3,26.6990432,HHR,Automatic,Petrol
2005,9800,24140.1,135,1.3,17.643476,Colorado Extended Cab,Manual,Other
1995,7990,31707.21668,150,1.0,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
1997,18995,19434.38984,140,1.2,24.020636,2500 Extended Cab,Other,Diesel
2016,18995,12919.78152,150,1.4,29.292421600000004,Spark,Manual,Petrol
2019,6450,10977.30814,30,1.4,30.780425600000004,Tahoe,Other,Hybrid
2011,14799,46670.86,0,1.5,29.334936000000003,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2018,11475,44606.07678,0,1.0,33.161232,Sonic,Manual,Hybrid
2002,29399,84691.5175,0,2.0,16.665644800000003,Impala,Manual,Diesel
2000,6995,25387.3385,150,1.0,21.0871424,S10 Regular Cab,Manual,Other
2001,27545,9308.422559999999,150,1.0,26.1038416,Prizm,Automatic,Hybrid
2016,5990,17691.47462,0,1.8,29.292421600000004,Silverado 3500 HD Regular Cab,Other,Diesel
1996,23490,7517.22714,135,1.0,25.040981600000002,Astro Passenger,Manual,Other
2004,8995,28755.68712,0,1.5,31.588199200000002,Classic,Other,Other
2008,9950,10378.63366,135,1.8,30.0151664,Express 2500 Cargo,Automatic,Petrol
2003,6750,115563.48672,150,1.8,12.796834400000002,Malibu,Other,Other
1994,8995,7422.27608,145,2.5,32.4384872,1500 Regular Cab,Manual,Other
1998,9450,4610.7591,260,2.4,33.161232,Cavalier,Other,Hybrid
2015,14995,43766.001299999996,140,1.0,17.643476,Volt,Automatic,Hybrid
1998,12490,4313.0312,0,1.5,33.161232,Prizm,Automatic,Hybrid
2005,11995,37309.32922,0,1.5,28.6121912,Express 2500 Cargo,Automatic,Petrol
2003,10498,40243.15604,0,1.0,24.020636,Silverado 3500 Extended Cab,Automatic,Petrol
2011,7991,27690.30404,145,1.5,28.6121912,Express 3500 Cargo,Manual,Other
2016,9850,8.0467,0,1.0,33.161232,Silverado 1500 Double Cab,Automatic,Petrol
2017,11490,32851.45742,145,1.5,31.588199200000002,Tahoe,Other,Hybrid
2001,11795,16053.1665,140,1.5,24.658352,Suburban 2500,Automatic,Petrol
2019,23466,10352.88422,0,1.8,22.2350312,Suburban,Other,Petrol
2003,9290,7242.03,135,1.2,30.0151664,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
1993,10295,45195.09522,0,1.5,33.373804,Camaro,Manual,Petrol
2007,8190,17702.74,145,1.8,29.292421600000004,Express 1500 Cargo,Semi-Auto,Other
2014,17498,22875.15876,145,1.5,24.020636,Express 1500 Cargo,Semi-Auto,Other
1993,19698,43933.37266,125,1.3,28.6121912,Sportvan G10,Semi-Auto,Other
1998,5458,36715.48276,145,1.2,24.658352,Astro Passenger,Manual,Other
2009,22993,17160.39242,140,1.5,29.334936000000003,Aveo,Other,Diesel
2008,7950,8844.932639999999,145,1.5,21.0871424,Express 3500 Cargo,Manual,Other
2004,10998,34243.53652,30,1.3,31.588199200000002,Silverado 3500 Regular Cab,Manual,Hybrid
2020,18823,41701.21808,0,1.0,27.2942448,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2013,11350,804.67,0,1.0,30.780425600000004,Sonic,Manual,Hybrid
1996,8295,7422.27608,145,1.2,24.530808800000003,3500 Regular Cab,Semi-Auto,Other
2014,21999,15600.94196,145,2.5,24.658352,SS,Manual,Petrol
1996,10360,30056.03384,135,1.0,23.552977600000002,Suburban 2500,Automatic,Petrol
2008,8890,33886.26304,0,1.5,33.161232,Express 1500 Cargo,Semi-Auto,Other
1998,19350,18257.9623,235,2.2,13.9447232,Suburban 1500,Semi-Auto,Hybrid
2002,9995,64999.63326,135,1.0,29.334936000000003,Monte Carlo,Semi-Auto,Hybrid
2004,21490,61317.46334,145,1.8,20.3643976,Silverado 2500 Regular Cab,Automatic,Petrol
2009,11995,34076.16516,135,1.8,24.020636,Equinox,Manual,Diesel
2003,8799,17794.47238,135,1.0,28.6121912,SSR,Other,Petrol
2018,6595,39842.43038,20,1.4,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
2003,24070,65982.94,145,1.0,24.530808800000003,Blazer,Other,Hybrid
2013,7495,24985.0035,125,2.0,24.658352,Express 3500 Passenger,Other,Diesel
2000,14295,15489.8975,140,1.3,20.3643976,Tahoe,Other,Hybrid
2002,8999,28853.85686,145,1.8,23.552977600000002,Prizm,Automatic,Hybrid
2007,6342,27701.56942,145,1.8,29.334936000000003,Silverado (Classic) 3500 Regular Cab,Automatic,Petrol
2008,8995,33607.84722,145,1.5,25.5511544,Express 1500 Passenger,Manual,Diesel
2002,5980,19263.7998,0,1.0,33.161232,Monte Carlo,Semi-Auto,Hybrid
2000,9795,9488.66864,150,1.0,29.292421600000004,Express 3500 Passenger,Other,Diesel
2009,13295,90826.32158,0,1.5,33.373804,Silverado 1500 Extended Cab,Manual,Petrol
2015,6795,42753.72644,265,1.8,25.040981600000002,Express 3500 Cargo,Manual,Other
2018,6800,25812.20426,145,1.0,20.3643976,Express 2500 Passenger,Automatic,Other
2010,5975,46516.36336,145,1.5,24.020636,Silverado 2500 HD Extended Cab,Other,Diesel
2018,7495,51930.18312,0,1.0,24.020636,Impala,Manual,Diesel
2015,9995,18124.38708,145,1.0,28.6121912,Impala,Manual,Diesel
1995,6295,9934.45582,0,2.0,28.6121912,Tahoe,Other,Hybrid
2018,11440,15600.94196,135,2.0,13.3495216,Silverado 2500 HD Double Cab,Other,Petrol
2010,9985,41842.84,145,1.8,36.3923264,Silverado 2500 HD Regular Cab,Automatic,Other
2006,17498,39864.96114,0,1.0,24.4882944,Avalanche 2500,Semi-Auto,Petrol
2018,7998,18661.90664,0,1.3,23.552977600000002,Spark,Manual,Petrol
1999,9795,14627.29126,125,1.0,15.390212800000002,Express 1500 Cargo,Semi-Auto,Other
2012,14498,38081.81242,145,1.0,25.040981600000002,Avalanche,Other,Hybrid
2000,12771,15451.27334,0,1.0,21.0871424,2500 Crew Cab,Other,Hybrid
1992,7698,11727.26058,145,1.0,20.0242824,Sportvan G10,Semi-Auto,Other
2008,13890,21032.46446,135,1.0,20.0242824,Silverado 3500 HD Extended Cab,Automatic,Other
2009,14810,626.03326,0,2.0,27.931960800000002,Silverado 2500 HD Regular Cab,Automatic,Other
2004,21495,20000.87752,150,1.0,30.0151664,Colorado Regular Cab,Other,Other
2002,8995,5455.6626,145,1.0,29.334936000000003,Silverado 1500 Extended Cab,Manual,Petrol
2002,8998,54606.51554,140,1.0,20.0242824,Express 1500 Cargo,Semi-Auto,Other
2006,9791,40072.566,145,1.0,36.3923264,Impala,Manual,Diesel
2011,11290,40294.65492,135,1.0,24.020636,Camaro,Manual,Petrol
1996,4498,41200.71334,145,1.5,27.931960800000002,3500 Crew Cab,Semi-Auto,Petrol
2017,8695,29489.546159999998,145,1.8,33.161232,Express 3500 Cargo,Manual,Other
1993,10795,66211.46628,135,1.0,18.493764000000002,Suburban 2500,Automatic,Petrol
1998,11995,15879.35778,135,1.0,24.658352,Tracker,Other,Diesel
2002,21995,12712.17666,145,1.8,25.5511544,Avalanche 1500,Other,Other
2011,17695,33644.86204,145,2.5,31.588199200000002,Malibu,Other,Other
2003,6495,26953.22632,30,1.5,33.161232,Express 3500 Passenger,Other,Diesel
1997,9387,15127.796,20,1.0,18.493764000000002,3500 Extended Cab,Manual,Other
2010,6060,59975.27378,0,1.0,29.334936000000003,Cobalt,Automatic,Hybrid
1996,9985,12020.16046,145,1.8,29.334936000000003,Tahoe,Other,Hybrid
2003,18991,35836.78312,145,1.5,29.334936000000003,Venture Cargo,Automatic,Hybrid
2005,8550,193120.8,0,1.5,25.040981600000002,Uplander Cargo,Semi-Auto,Other
2001,13995,50705.475379999996,200,1.8,29.334936000000003,S10 Crew Cab,Semi-Auto,Diesel
2016,20347,4496.49596,0,1.8,25.040981600000002,Silverado 1500 Crew Cab,Other,Hybrid
2017,6989,20342.0576,150,1.5,40.0060504,Suburban 3500HD,Semi-Auto,Diesel
2007,10200,10977.30814,145,1.5,28.6121912,Cobalt,Automatic,Hybrid
2006,29995,10092.17114,0,1.0,33.161232,Monte Carlo,Semi-Auto,Hybrid
2011,15495,16056.38518,135,1.8,1.1904032,Camaro,Manual,Petrol
2002,6995,7385.26126,145,1.8,27.931960800000002,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2012,10333,111044.46,30,1.0,36.562384,Suburban 2500,Automatic,Petrol
1998,11995,106.21644,145,1.8,31.588199200000002,Venture Cargo,Automatic,Hybrid
2002,10990,47200.33286,135,1.0,32.481001600000006,Monte Carlo,Semi-Auto,Hybrid
1995,2394,14484.06,145,1.5,23.0853192,S10 Regular Cab,Manual,Other
2005,12500,46751.327,125,1.0,24.658352,Express 2500 Cargo,Automatic,Petrol
1992,15795,22020.59922,205,1.0,20.3643976,G-Series G10,Other,Other
2016,15780,16252.72466,145,1.0,24.020636,Colorado Crew Cab,Semi-Auto,Hybrid
2002,8995,70529.3255,30,1.8,20.0242824,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2000,9980,69201.62,145,0.0,20.3643976,Metro,Automatic,Hybrid
1998,17298,5774.31192,0,1.0,16.4530728,Prizm,Automatic,Hybrid
2001,17495,53602.28738,0,1.8,20.3643976,Silverado 3500 Regular Cab,Manual,Hybrid
1998,2699,82076.34,0,1.5,36.562384,G-Series 1500,Manual,Diesel
2007,16498,43690.36232,0,1.3,32.4384872,Silverado (Classic) 3500 Crew Cab,Manual,Hybrid
1993,15131,18352.91336,0,1.5,18.1961632,3500 Crew Cab,Semi-Auto,Petrol
2019,17796,1261.72256,145,1.0,20.3643976,Traverse,Other,Petrol
2012,7839,10340.0095,0,1.0,24.020636,Silverado 2500 HD Regular Cab,Automatic,Other
1999,22995,22756.0676,150,1.3,24.020636,3500 Regular Cab,Semi-Auto,Other
1998,12995,33796.14,135,1.0,19.0464512,Camaro,Manual,Petrol
2000,6698,9158.75394,135,1.2,30.780425600000004,Astro Passenger,Manual,Other
2006,14999,12456.2916,145,1.4,33.373804,Monte Carlo,Semi-Auto,Hybrid
1998,7495,27197.846,145,1.0,32.4384872,3500 Extended Cab,Manual,Other
2001,6695,17023.59852,30,1.0,33.161232,Express 1500 Cargo,Semi-Auto,Other
1994,6250,83172.30054,145,1.0,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
2019,7995,34980.61424,150,1.3,28.6121912,Camaro,Manual,Petrol
2017,6999,142284.96808,145,1.6,20.3643976,Silverado 3500 HD Regular Cab,Other,Diesel
2018,9680,25076.73588,145,1.0,18.493764000000002,Express 3500 Cargo,Manual,Other
2001,4350,26597.56218,135,1.5,33.373804,Astro Passenger,Manual,Other
2007,15295,21058.2139,0,1.8,24.4882944,Express 1500 Cargo,Semi-Auto,Other
2004,21980,5627.86198,200,1.0,23.0853192,Tracker,Other,Diesel
2009,6700,48434.69664,145,1.8,32.4384872,Colorado Extended Cab,Manual,Other
1996,21991,71699.31568,10,1.5,20.0242824,Beretta,Semi-Auto,Other
2007,9200,43766.001299999996,30,1.8,20.3643976,Silverado 3500 HD Regular Cab,Other,Diesel
2015,8485,16091.79066,0,1.0,40.0060504,Tahoe,Other,Hybrid
2015,12499,18964.46256,145,1.5,26.1038416,Suburban,Other,Petrol
2009,21995,288.07186,145,1.8,33.161232,Express 1500 Cargo,Semi-Auto,Other
2011,8995,91732.38,145,1.0,23.552977600000002,Silverado 3500 HD Extended Cab,Automatic,Other
2004,25000,77695.71652,145,1.5,24.530808800000003,Astro Cargo,Semi-Auto,Hybrid
1999,11998,13116.121,125,1.5,36.562384,S10 Extended Cab,Automatic,Diesel
2019,16998,13653.64056,150,1.0,24.020636,Silverado 1500 Crew Cab,Other,Hybrid
1992,10250,98652.542,145,1.0,30.0151664,1500 Extended Cab,Manual,Other
2016,8901,23864.90286,0,1.0,18.493764000000002,City Express,Automatic,Hybrid
2001,9495,64373.6,140,1.0,36.562384,S10 Regular Cab,Manual,Other
1995,12950,40669.63114,145,1.0,23.382920000000002,S10 Extended Cab,Automatic,Diesel
1993,3495,92968.35312,150,1.8,36.3923264,Astro Passenger,Manual,Other
2004,6698,50299.9217,135,1.5,32.4384872,Colorado Crew Cab,Semi-Auto,Hybrid
2006,8764,10618.42532,30,1.8,14.114780800000002,Cobalt,Automatic,Hybrid
2013,13599,16704.9492,0,1.8,24.658352,Cruze,Automatic,Hybrid
1995,15450,21156.38364,145,1.3,28.6121912,Suburban 2500,Automatic,Petrol
1999,12699,63914.9381,150,1.3,23.382920000000002,Prizm,Automatic,Hybrid
1997,28815,43407.11848,140,1.5,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
2010,8000,13209.46272,0,2.5,25.040981600000002,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2003,19950,75994.64414,0,1.5,33.161232,Express 1500 Passenger,Manual,Diesel
